instance_id|date|hour|is_holiday|is_workingday|weather_condition|normalized_temp_actual|normalized_temp_feels_like|normalized_humidity|normalized_wind_speed|casual_users_cnt|registered_users_cnt
597|2011-01-28|1|No|Yes|misty|0.2|0.2121|0.75|0.1343|1|2
16783|2012-12-07|1|No|Yes|misty|0.24|0.2273|0.7|0.194|2|26
11511|2012-04-29|19|No|No|clear|0.56|0.5303|0.35|0.1343|128|247
16662|2012-12-02|0|No|No|misty|0.3|0.3182|0.87|0.0896|9|108
5165|2011-08-08|2|No|Yes|clear|0.66|0.5909|0.89|0.0|4|3
6039|2011-09-14|4|No|Yes|clear|0.6|0.5606|0.83|0.0896|1|8
1648|2011-03-14|5|No|Yes|clear|0.24|0.2424|0.7|0.1343|0|8
11822|2012-05-12|18|No|No|misty|0.66|0.6212|0.31|0.194|164|382
6816|2011-10-16|13|No|No|clear|0.6|0.6212|0.35|0.2985|169|269
2701|2011-04-27|10|No|Yes|misty|0.62|0.5758|0.83|0.2836|26|66
11863|2012-05-14|11|No|Yes|misty|0.56|0.5303|0.83|0.2239|12|67
1701|2011-03-16|12|No|Yes|misty|0.4|0.4091|0.71|0.1045|23|65
11503|2012-04-29|11|No|No|clear|0.46|0.4545|0.51|0.0|128|283
10697|2012-03-26|19|No|Yes|clear|0.42|0.4242|0.24|0.3582|41|417
2774|2011-04-30|11|No|No|clear|0.5|0.4848|0.42|0.3582|120|201
11135|2012-04-14|3|No|No|clear|0.36|0.3636|0.66|0.0896|6|26
6969|2011-10-22|23|No|No|clear|0.38|0.3939|0.82|0.0|27|81
8144|2011-12-10|23|No|No|clear|0.2|0.2121|0.47|0.1642|5|61
6220|2011-09-21|17|No|Yes|light snow/rain|0.66|0.6212|0.74|0.1642|61|475
17188|2012-12-23|22|No|No|clear|0.24|0.2576|0.6|0.1045|5|53
87|2011-01-04|18|No|Yes|clear|0.26|0.2576|0.48|0.194|3|179
10501|2012-03-18|15|No|No|clear|0.54|0.5152|0.68|0.0896|240|314
10870|2012-04-03|1|No|Yes|clear|0.38|0.3939|0.46|0.2239|0|11
15511|2012-10-13|11|No|No|clear|0.42|0.4242|0.35|0.1343|192|335
15476|2012-10-12|0|No|Yes|clear|0.4|0.4091|0.66|0.1045|8|60
16480|2012-11-24|9|No|No|misty|0.26|0.2121|0.41|0.4478|26|96
2595|2011-04-23|0|No|No|misty|0.32|0.3182|1.0|0.194|0|18
16489|2012-11-24|18|No|No|clear|0.26|0.2273|0.38|0.3881|22|123
1030|2011-02-15|14|No|Yes|clear|0.34|0.3182|0.19|0.2239|10|69
137|2011-01-06|22|No|Yes|misty|0.22|0.2121|0.51|0.2836|1|51
6973|2011-10-23|3|No|No|clear|0.34|0.3636|0.87|0.0|15|31
14124|2012-08-16|16|No|Yes|clear|0.82|0.7121|0.32|0.2239|79|340
7025|2011-10-25|7|No|Yes|clear|0.4|0.4091|0.76|0.194|15|299
11088|2012-04-12|4|No|Yes|clear|0.3|0.2879|0.61|0.2239|0|1
2855|2011-05-03|20|No|Yes|clear|0.66|0.6212|0.61|0.194|28|262
12602|2012-06-14|6|No|Yes|clear|0.58|0.5455|0.6|0.2836|12|169
1201|2011-02-23|1|No|Yes|clear|0.14|0.1515|0.46|0.1642|0|4
6122|2011-09-17|15|No|No|misty|0.52|0.5|0.72|0.194|148|206
9764|2012-02-16|18|No|Yes|light snow/rain|0.34|0.3333|0.87|0.1343|8|345
12128|2012-05-25|12|No|Yes|clear|0.72|0.6818|0.66|0.1045|84|237
8759|2012-01-05|18|No|Yes|clear|0.34|0.3333|0.36|0.1642|9|374
14563|2012-09-03|23|Yes|No|misty|0.7|0.6667|0.84|0.2537|12|58
6297|2011-09-24|22|No|No|misty|0.62|0.5606|0.88|0.0|50|143
3928|2011-06-17|13|No|Yes|clear|0.74|0.6818|0.62|0.2836|48|156
10106|2012-03-02|3|No|Yes|clear|0.32|0.3182|0.57|0.194|0|3
11583|2012-05-02|19|No|Yes|clear|0.54|0.5152|0.77|0.2537|43|461
16545|2012-11-27|2|No|Yes|misty|0.32|0.3182|0.7|0.1642|0|5
8469|2011-12-24|12|No|No|clear|0.34|0.3182|0.39|0.2836|15|79
3607|2011-06-04|4|No|No|clear|0.52|0.5|0.59|0.0896|4|11
16616|2012-11-30|2|No|Yes|clear|0.24|0.2879|0.75|0.0|2|10
10552|2012-03-20|18|No|Yes|clear|0.6|0.5909|0.69|0.2537|136|665
2331|2011-04-12|0|No|Yes|misty|0.62|0.6212|0.5|0.1045|11|13
11708|2012-05-08|0|No|Yes|misty|0.52|0.5|0.52|0.2537|10|28
2188|2011-04-06|0|No|Yes|clear|0.3|0.3182|0.49|0.1045|0|15
196|2011-01-09|10|No|No|clear|0.14|0.1061|0.43|0.3881|0|49
12357|2012-06-04|1|No|Yes|light snow/rain|0.56|0.5303|0.6|0.1642|4|10
5060|2011-08-03|17|No|Yes|misty|0.7|0.6667|0.79|0.0|47|378
803|2011-02-05|21|No|No|clear|0.26|0.2576|1.0|0.194|3|53
2669|2011-04-26|2|No|Yes|clear|0.56|0.5303|0.83|0.3284|17|9
242|2011-01-11|10|No|Yes|misty|0.2|0.2121|0.51|0.1642|3|51
2069|2011-04-01|1|No|Yes|light snow/rain|0.26|0.2576|1.0|0.1642|0|4
12990|2012-06-30|10|No|No|clear|0.88|0.7727|0.3|0.2537|96|308
2033|2011-03-30|13|No|Yes|misty|0.36|0.3485|0.46|0.2239|14|84
645|2011-01-30|3|No|No|clear|0.14|0.2121|0.93|0.0|1|7
9117|2012-01-20|18|No|Yes|misty|0.2|0.2273|0.34|0.0896|5|296
5104|2011-08-05|13|No|Yes|clear|0.78|0.7121|0.52|0.2537|40|164
1638|2011-03-13|18|No|No|clear|0.4|0.4091|0.43|0.3582|55|92
7553|2011-11-16|7|No|Yes|light snow/rain|0.46|0.4545|0.94|0.0|7|130
8313|2011-12-18|0|No|No|clear|0.2|0.2121|0.75|0.1343|7|64
11174|2012-04-15|18|No|No|clear|0.7|0.6364|0.42|0.2537|184|295
3075|2011-05-13|0|No|Yes|misty|0.52|0.5|0.83|0.1642|6|46
9015|2012-01-16|11|Yes|No|clear|0.16|0.1515|0.59|0.2537|21|158
7297|2011-11-05|15|No|No|clear|0.4|0.4091|0.37|0.194|141|202
3279|2011-05-21|12|No|No|clear|0.66|0.6212|0.5|0.0|222|271
8004|2011-12-05|3|No|Yes|clear|0.32|0.3485|0.87|0.0|0|2
10328|2012-03-11|10|No|No|clear|0.32|0.303|0.49|0.2836|71|147
4971|2011-07-31|0|No|No|clear|0.76|0.697|0.55|0.0896|33|80
13434|2012-07-18|22|No|Yes|clear|0.76|0.7121|0.58|0.0896|42|246
8327|2011-12-18|14|No|No|clear|0.3|0.2879|0.49|0.2836|19|200
16896|2012-12-11|18|No|Yes|clear|0.32|0.303|0.53|0.2239|23|523
6916|2011-10-20|18|No|Yes|misty|0.46|0.4545|0.51|0.2985|39|430
13182|2012-07-08|10|No|No|clear|0.9|0.8636|0.45|0.0|85|234
11962|2012-05-18|14|No|Yes|clear|0.66|0.6212|0.34|0.1343|108|242
10752|2012-03-29|2|No|Yes|clear|0.6|0.6061|0.28|0.2985|0|6
7830|2011-11-27|20|No|No|clear|0.5|0.4848|0.63|0.2537|10|94
63|2011-01-03|17|No|Yes|clear|0.24|0.2273|0.3|0.2239|11|146
14969|2012-09-20|21|No|Yes|clear|0.56|0.5303|0.64|0.194|28|246
15038|2012-09-23|18|No|No|clear|0.54|0.5152|0.37|0.194|135|405
16973|2012-12-14|23|No|Yes|clear|0.28|0.303|0.75|0.0896|11|123
13820|2012-08-04|0|No|No|clear|0.74|0.7121|0.79|0.1642|24|137
14390|2012-08-27|18|No|Yes|clear|0.78|0.7121|0.52|0.2537|83|751
15982|2012-11-03|14|No|No|misty|0.36|0.3333|0.5|0.3284|136|319
10660|2012-03-25|6|No|No|misty|0.4|0.4091|1.0|0.2537|5|13
680|2011-01-31|15|No|Yes|misty|0.16|0.1818|0.59|0.1343|3|41
2042|2011-03-30|22|No|Yes|light snow/rain|0.24|0.2273|0.93|0.2239|3|21
8934|2012-01-13|2|No|Yes|clear|0.4|0.4091|0.76|0.3582|1|13
5308|2011-08-14|1|No|No|light snow/rain|0.64|0.5758|0.89|0.2239|16|57
14029|2012-08-12|17|No|No|clear|0.8|0.697|0.33|0.0|186|319
3642|2011-06-05|15|No|No|clear|0.7|0.6515|0.54|0.0|161|256
15624|2012-10-18|4|No|Yes|clear|0.44|0.4394|0.88|0.2239|0|5
15416|2012-10-09|12|No|Yes|misty|0.48|0.4697|0.69|0.194|43|217
3259|2011-05-20|16|No|Yes|misty|0.6|0.6212|0.53|0.1642|61|269
1874|2011-03-23|20|No|Yes|light snow/rain|0.36|0.303|0.87|0.6418|3|72
4745|2011-07-21|14|No|Yes|clear|0.9|0.8939|0.5|0.3582|50|97
10789|2012-03-30|15|No|Yes|light snow/rain|0.42|0.4242|0.54|0.0|73|207
9910|2012-02-22|22|No|Yes|misty|0.44|0.4394|0.47|0.2537|18|129
2913|2011-05-06|6|No|Yes|clear|0.36|0.3636|0.81|0.0896|8|74
11036|2012-04-09|23|No|Yes|clear|0.44|0.4394|0.44|0.2985|6|61
4028|2011-06-21|17|No|Yes|clear|0.78|0.7576|0.66|0.2239|65|507
5489|2011-08-21|14|No|No|light snow/rain|0.7|0.6667|0.79|0.3881|78|157
16355|2012-11-19|4|No|Yes|misty|0.36|0.3485|0.66|0.2239|1|11
8025|2011-12-06|0|No|Yes|misty|0.5|0.4848|0.77|0.2985|3|25
7787|2011-11-26|1|No|No|clear|0.32|0.3333|0.76|0.0896|5|24
15323|2012-10-05|15|No|Yes|clear|0.72|0.6515|0.39|0.2537|150|320
15425|2012-10-09|21|No|Yes|misty|0.48|0.4697|0.77|0.1343|16|209
7241|2011-11-03|7|No|Yes|misty|0.32|0.3333|0.81|0.0896|12|280
6865|2011-10-18|14|No|Yes|misty|0.62|0.6212|0.41|0.1642|32|137
490|2011-01-22|11|No|No|misty|0.06|0.0758|0.38|0.1343|4|59
8686|2012-01-02|17|Yes|No|clear|0.26|0.2273|0.35|0.3881|17|136
691|2011-02-01|2|No|Yes|misty|0.16|0.2273|0.69|0.0|0|2
12014|2012-05-20|18|No|No|clear|0.7|0.6515|0.51|0.3284|146|328
603|2011-01-28|8|No|Yes|misty|0.16|0.197|0.86|0.0896|2|155
10104|2012-03-02|1|No|Yes|clear|0.34|0.3182|0.49|0.2239|2|18
1015|2011-02-14|22|No|Yes|clear|0.34|0.2879|0.46|0.6567|1|44
870|2011-02-08|16|No|Yes|clear|0.22|0.1818|0.35|0.5224|4|79
1994|2011-03-28|22|No|Yes|clear|0.3|0.2879|0.22|0.2239|0|40
12968|2012-06-29|12|No|Yes|misty|0.92|0.8788|0.4|0.2537|53|173
11950|2012-05-18|2|No|Yes|clear|0.48|0.4697|0.67|0.1343|12|9
10559|2012-03-21|1|No|Yes|clear|0.52|0.5|0.83|0.0896|4|22
7611|2011-11-18|17|No|Yes|clear|0.32|0.3333|0.31|0.1343|17|361
5284|2011-08-13|1|No|No|misty|0.68|0.6364|0.57|0.0896|13|64
4371|2011-07-06|0|No|Yes|clear|0.72|0.697|0.74|0.194|11|26
14178|2012-08-18|22|No|No|clear|0.66|0.6212|0.61|0.0|90|171
14305|2012-08-24|5|No|Yes|clear|0.64|0.5909|0.78|0.0|1|37
1362|2011-03-02|0|No|Yes|clear|0.22|0.2273|0.69|0.1642|3|5
13212|2012-07-09|16|No|Yes|clear|0.78|0.697|0.4|0.2836|88|325
1527|2011-03-08|23|No|Yes|clear|0.28|0.2727|0.61|0.194|3|38
16981|2012-12-15|7|No|No|misty|0.24|0.2576|0.75|0.0896|1|47
1630|2011-03-13|10|No|No|clear|0.42|0.4242|0.47|0.2537|36|86
14494|2012-09-01|2|No|No|clear|0.7|0.6515|0.7|0.1642|8|61
1552|2011-03-10|0|No|Yes|light snow/rain|0.34|0.3182|0.0|0.2537|3|0
13513|2012-07-22|5|No|No|clear|0.6|0.5455|0.88|0.0|0|6
1185|2011-02-22|9|No|Yes|misty|0.14|0.1212|0.74|0.2537|5|101
1338|2011-03-01|0|No|Yes|clear|0.3|0.2727|0.7|0.4627|0|7
3902|2011-06-16|11|No|Yes|misty|0.68|0.6364|0.61|0.2985|33|117
11203|2012-04-16|23|Yes|No|clear|0.7|0.6364|0.45|0.2985|24|97
5042|2011-08-02|23|No|Yes|misty|0.8|0.7424|0.49|0.1642|29|103
8253|2011-12-15|12|No|Yes|misty|0.46|0.4545|0.59|0.4925|17|140
10443|2012-03-16|5|No|Yes|misty|0.4|0.4091|0.87|0.2239|2|30
15055|2012-09-24|11|No|Yes|clear|0.56|0.5303|0.37|0.194|71|167
5040|2011-08-02|21|No|Yes|clear|0.8|0.7424|0.52|0.2239|53|201
2347|2011-04-12|16|No|Yes|misty|0.48|0.4697|0.77|0.3881|19|80
16966|2012-12-14|16|No|Yes|clear|0.38|0.3939|0.54|0.194|45|372
5486|2011-08-21|11|No|No|clear|0.8|0.7879|0.63|0.2836|132|181
6137|2011-09-18|6|No|No|clear|0.44|0.4394|0.77|0.2537|2|10
10977|2012-04-07|12|No|No|clear|0.46|0.4545|0.23|0.3881|320|270
5695|2011-08-30|17|No|Yes|clear|0.72|0.6515|0.42|0.194|62|549
5120|2011-08-06|5|No|No|clear|0.64|0.5758|0.89|0.0896|2|4
5167|2011-08-08|4|No|Yes|clear|0.66|0.5909|0.89|0.1045|2|8
1135|2011-02-20|0|No|No|clear|0.26|0.2121|0.35|0.4478|3|14
8343|2011-12-19|6|No|Yes|clear|0.16|0.1818|0.86|0.1045|0|68
10997|2012-04-08|8|No|No|clear|0.4|0.4091|0.3|0.194|19|65
13095|2012-07-04|19|Yes|No|clear|0.86|0.803|0.47|0.2239|177|255
10279|2012-03-09|8|No|Yes|misty|0.34|0.2879|0.42|0.5224|17|484
11944|2012-05-17|20|No|Yes|clear|0.6|0.6212|0.4|0.194|83|363
10452|2012-03-16|14|No|Yes|misty|0.48|0.4697|0.72|0.0|56|146
4018|2011-06-21|7|No|Yes|misty|0.6|0.5152|0.94|0.0|21|288
10410|2012-03-14|20|No|Yes|clear|0.62|0.6212|0.35|0.1045|44|286
13291|2012-07-12|23|No|Yes|misty|0.7|0.6515|0.51|0.2239|33|178
2425|2011-04-15|22|Yes|No|misty|0.38|0.3939|0.82|0.3881|16|64
4139|2011-06-26|8|No|No|clear|0.64|0.6212|0.61|0.194|29|78
12049|2012-05-22|5|No|Yes|light snow/rain|0.56|0.5303|0.88|0.194|0|17
860|2011-02-08|6|No|Yes|clear|0.26|0.2273|0.7|0.3284|0|39
2963|2011-05-08|8|No|No|clear|0.52|0.5|0.63|0.1343|28|58
8090|2011-12-08|17|No|Yes|clear|0.3|0.3182|0.49|0.1045|10|321
15377|2012-10-07|21|No|No|clear|0.38|0.3939|0.87|0.1045|22|91
14618|2012-09-06|6|No|Yes|misty|0.7|0.6667|0.84|0.0896|11|189
16212|2012-11-13|5|No|Yes|misty|0.34|0.3182|0.87|0.2836|0|18
8035|2011-12-06|10|No|Yes|light snow/rain|0.46|0.4545|0.94|0.2836|6|44
12655|2012-06-16|11|No|No|clear|0.66|0.6212|0.39|0.1642|213|353
16066|2012-11-07|2|No|Yes|misty|0.28|0.2576|0.56|0.2985|6|68
1365|2011-03-02|3|No|Yes|clear|0.22|0.2121|0.69|0.2836|3|1
7675|2011-11-21|9|No|Yes|misty|0.48|0.4697|0.94|0.1045|15|222
1780|2011-03-19|20|No|No|clear|0.42|0.4242|0.35|0.2239|39|69
13091|2012-07-04|15|Yes|No|clear|0.92|0.8485|0.35|0.2985|155|299
2102|2011-04-02|10|No|No|misty|0.36|0.3485|0.57|0.1642|41|113
1819|2011-03-21|12|No|Yes|misty|0.44|0.4394|0.77|0.2537|25|56
370|2011-01-16|21|No|No|clear|0.18|0.197|0.51|0.1642|6|22
4938|2011-07-29|15|No|Yes|clear|0.96|0.8636|0.3|0.2537|40|129
10897|2012-04-04|4|No|Yes|clear|0.42|0.4242|0.67|0.0896|0|1
5286|2011-08-13|3|No|No|clear|0.66|0.6212|0.65|0.1343|9|18
8368|2011-12-20|7|No|Yes|misty|0.36|0.3788|0.62|0.0|7|261
15335|2012-10-06|3|No|No|clear|0.54|0.5152|0.77|0.2239|2|54
7072|2011-10-27|6|No|Yes|light snow/rain|0.5|0.4848|0.82|0.0|4|42
12906|2012-06-26|22|No|Yes|clear|0.66|0.6212|0.34|0.2537|26|219
2094|2011-04-02|2|No|No|clear|0.24|0.2424|0.75|0.1343|1|20
11337|2012-04-22|13|No|No|light snow/rain|0.38|0.3939|0.82|0.3582|5|47
11684|2012-05-07|0|No|Yes|misty|0.52|0.5|0.77|0.1343|13|21
7818|2011-11-27|8|No|No|clear|0.4|0.4091|0.82|0.2985|6|36
1921|2011-03-25|19|No|Yes|misty|0.3|0.2879|0.36|0.2836|9|126
83|2011-01-04|14|No|Yes|clear|0.26|0.2576|0.52|0.2239|9|54
7332|2011-11-07|2|No|Yes|clear|0.32|0.3485|0.93|0.0|0|2
7305|2011-11-05|23|No|No|clear|0.28|0.3182|0.7|0.0|4|81
817|2011-02-06|11|No|No|clear|0.32|0.303|0.49|0.2537|28|89
14651|2012-09-07|15|No|Yes|clear|0.8|0.7576|0.55|0.2537|66|265
4397|2011-07-07|2|No|Yes|clear|0.66|0.5909|0.89|0.194|1|7
14056|2012-08-13|20|No|Yes|clear|0.74|0.6818|0.62|0.2239|58|374
8476|2011-12-24|19|No|No|clear|0.3|0.3182|0.52|0.0896|1|24
6125|2011-09-17|18|No|No|misty|0.52|0.5|0.72|0.2239|95|234
4121|2011-06-25|14|No|No|clear|0.74|0.6667|0.45|0.2985|151|232
15056|2012-09-24|12|No|Yes|clear|0.56|0.5303|0.35|0.2985|77|265
8802|2012-01-07|13|No|No|clear|0.44|0.4394|0.44|0.194|149|296
11108|2012-04-13|0|No|Yes|clear|0.4|0.4091|0.37|0.2537|14|41
1814|2011-03-21|7|No|Yes|light snow/rain|0.3|0.2727|0.87|0.4179|3|15
1272|2011-02-26|3|No|No|clear|0.22|0.2273|0.55|0.1343|1|7
13149|2012-07-07|1|No|No|clear|0.76|0.7273|0.7|0.1642|16|55
8752|2012-01-05|11|No|Yes|clear|0.3|0.3333|0.49|0.0|6|78
2995|2011-05-09|16|No|Yes|clear|0.64|0.6212|0.38|0.2239|49|255
14406|2012-08-28|10|No|Yes|clear|0.74|0.6818|0.62|0.2537|39|165
6410|2011-09-29|15|No|Yes|clear|0.68|0.6364|0.45|0.3881|42|185
14652|2012-09-07|16|No|Yes|clear|0.8|0.7576|0.55|0.2836|75|395
2643|2011-04-25|0|No|Yes|light snow/rain|0.52|0.5|1.0|0.0|2|10
9281|2012-01-27|14|No|Yes|clear|0.5|0.4848|0.55|0.5522|23|153
13097|2012-07-04|21|Yes|No|clear|0.84|0.803|0.53|0.1343|222|362
12701|2012-06-18|9|No|Yes|misty|0.54|0.5152|0.83|0.2239|28|222
2306|2011-04-10|22|No|No|clear|0.44|0.4394|0.94|0.2537|12|45
13769|2012-08-01|21|No|Yes|clear|0.72|0.6818|0.7|0.1343|36|284
15862|2012-10-28|2|No|No|misty|0.5|0.4848|0.68|0.2985|17|99
4196|2011-06-28|17|No|Yes|light snow/rain|0.82|0.7879|0.56|0.2836|70|509
12848|2012-06-24|12|No|No|clear|0.8|0.697|0.33|0.2239|227|329
15817|2012-10-26|5|No|Yes|misty|0.52|0.5|0.88|0.1045|3|47
12769|2012-06-21|5|No|Yes|clear|0.7|0.6667|0.84|0.1045|3|37
12361|2012-06-04|5|No|Yes|clear|0.52|0.5|0.68|0.0|2|33
3850|2011-06-14|7|No|Yes|clear|0.56|0.5303|0.52|0.4179|19|346
829|2011-02-06|23|No|No|clear|0.24|0.2879|0.65|0.0|4|26
15882|2012-10-28|22|No|No|light snow/rain|0.44|0.4394|0.88|0.3582|2|35
17198|2012-12-24|9|No|Yes|misty|0.24|0.2576|0.65|0.1045|17|68
10607|2012-03-23|1|No|Yes|clear|0.54|0.5152|0.88|0.0|18|32
3555|2011-06-02|0|No|Yes|clear|0.74|0.6515|0.4|0.3582|11|31
12884|2012-06-26|0|No|Yes|clear|0.62|0.6212|0.33|0.3284|8|29
12691|2012-06-17|23|No|No|clear|0.58|0.5455|0.64|0.194|29|79
2196|2011-04-06|8|No|Yes|clear|0.32|0.303|0.61|0.2239|17|308
2601|2011-04-23|6|No|No|misty|0.34|0.3333|1.0|0.1642|0|11
6164|2011-09-19|9|No|Yes|misty|0.54|0.5152|0.68|0.1642|32|183
1519|2011-03-08|15|No|Yes|misty|0.36|0.3788|0.18|0.0|35|77
12957|2012-06-29|1|No|Yes|clear|0.74|0.6667|0.51|0.1642|9|33
12507|2012-06-10|7|No|No|clear|0.6|0.5758|0.78|0.1045|21|41
11559|2012-05-01|19|No|Yes|clear|0.7|0.6515|0.54|0.1343|58|429
13295|2012-07-13|3|No|Yes|misty|0.68|0.6364|0.61|0.0|2|7
13858|2012-08-05|14|No|No|clear|0.9|0.8485|0.42|0.4627|161|365
6310|2011-09-25|11|No|No|misty|0.66|0.6061|0.78|0.1343|131|230
10826|2012-04-01|4|No|No|misty|0.34|0.3485|0.81|0.0896|3|9
5756|2011-09-02|6|No|Yes|clear|0.6|0.5606|0.83|0.1343|3|73
5634|2011-08-27|15|No|No|light snow/rain|0.64|0.5758|0.89|0.5522|2|28
8400|2011-12-21|15|No|Yes|misty|0.48|0.4697|0.88|0.3881|4|57
6242|2011-09-22|15|No|Yes|misty|0.68|0.6364|0.79|0.1642|32|149
10627|2012-03-23|21|No|Yes|clear|0.62|0.6212|0.53|0.1045|64|220
7163|2011-10-31|1|No|Yes|clear|0.26|0.303|0.81|0.0|5|8
11847|2012-05-13|19|No|No|misty|0.66|0.6212|0.5|0.4179|107|232
14545|2012-09-03|5|Yes|No|clear|0.66|0.5909|0.89|0.0|1|3
14255|2012-08-22|3|No|Yes|clear|0.62|0.5909|0.78|0.0|0|7
17254|2012-12-26|18|No|Yes|light snow/rain|0.28|0.2576|0.93|0.2985|1|42
12713|2012-06-18|21|No|Yes|misty|0.62|0.5909|0.73|0.1045|35|238
11738|2012-05-09|6|No|Yes|misty|0.56|0.5303|0.88|0.1045|5|121
1989|2011-03-28|17|No|Yes|clear|0.34|0.303|0.23|0.2985|25|227
12969|2012-06-29|13|No|Yes|clear|0.94|0.8788|0.38|0.194|45|194
9534|2012-02-07|4|No|Yes|misty|0.3|0.3333|0.7|0.0|0|3
7738|2011-11-24|0|Yes|No|clear|0.32|0.303|0.57|0.2239|1|22
518|2011-01-23|16|No|No|clear|0.16|0.1364|0.26|0.3284|9|56
10562|2012-03-21|4|No|Yes|misty|0.5|0.4848|0.88|0.1343|0|4
6161|2011-09-19|6|No|Yes|clear|0.5|0.4848|0.77|0.2239|6|107
14160|2012-08-18|4|No|No|clear|0.62|0.5909|0.73|0.2239|5|8
16777|2012-12-06|19|No|Yes|clear|0.26|0.2576|0.6|0.194|13|360
15268|2012-10-03|8|No|Yes|misty|0.62|0.5606|0.88|0.1045|28|781
13672|2012-07-28|20|No|No|clear|0.66|0.6061|0.83|0.2239|79|154
9608|2012-02-10|6|No|Yes|clear|0.2|0.197|0.59|0.194|3|61
12857|2012-06-24|21|No|No|clear|0.76|0.697|0.55|0.2239|76|177
4457|2011-07-09|14|No|No|clear|0.84|0.7424|0.36|0.1343|158|215
2762|2011-04-29|23|No|Yes|misty|0.44|0.4394|0.54|0.0896|25|88
6482|2011-10-02|15|No|No|light snow/rain|0.36|0.3333|0.81|0.2537|29|144
5912|2011-09-08|20|No|Yes|misty|0.62|0.5455|0.94|0.1642|6|83
16723|2012-12-04|13|No|Yes|misty|0.54|0.5152|0.64|0.1642|39|233
6548|2011-10-05|9|No|Yes|clear|0.54|0.5152|0.6|0.2985|32|187
4856|2011-07-26|5|No|Yes|clear|0.66|0.5909|0.89|0.0896|3|24
7645|2011-11-20|3|No|No|misty|0.4|0.4091|0.66|0.2836|6|31
16571|2012-11-28|4|No|Yes|misty|0.26|0.2576|0.7|0.194|0|4
8320|2011-12-18|7|No|No|clear|0.2|0.2121|0.59|0.1642|1|11
11667|2012-05-06|7|No|No|light snow/rain|0.52|0.5|0.83|0.1642|5|31
6359|2011-09-27|12|No|Yes|misty|0.66|0.5909|0.89|0.1343|33|129
9742|2012-02-15|20|No|Yes|clear|0.36|0.3485|0.46|0.1642|4|207
12503|2012-06-10|3|No|No|clear|0.64|0.6061|0.73|0.1045|6|23
2439|2011-04-16|12|No|No|misty|0.46|0.4545|0.88|0.5821|6|26
3766|2011-06-10|19|No|Yes|clear|0.78|0.7424|0.59|0.194|61|245
6433|2011-09-30|14|No|Yes|misty|0.64|0.6212|0.47|0.2985|93|173
8644|2011-12-31|22|No|No|clear|0.38|0.3939|0.62|0.1343|2|36
7847|2011-11-28|14|No|Yes|clear|0.6|0.6212|0.56|0.0|14|129
13451|2012-07-19|15|No|Yes|clear|0.84|0.7727|0.47|0.0896|66|226
12254|2012-05-30|18|No|Yes|clear|0.74|0.6667|0.48|0.1642|50|746
9666|2012-02-12|16|No|No|clear|0.2|0.1667|0.34|0.4627|16|148
8059|2011-12-07|10|No|Yes|light snow/rain|0.44|0.4394|1.0|0.0896|1|32
6341|2011-09-26|18|No|Yes|clear|0.66|0.6061|0.83|0.1045|63|490
4822|2011-07-24|19|No|No|clear|0.86|0.803|0.47|0.1642|70|170
19|2011-01-01|18|No|No|light snow/rain|0.42|0.4242|0.88|0.2537|9|26
3561|2011-06-02|6|No|Yes|clear|0.66|0.6212|0.39|0.1343|7|106
3952|2011-06-18|13|No|No|clear|0.76|0.697|0.55|0.0|135|192
50|2011-01-03|4|No|Yes|clear|0.16|0.1364|0.47|0.3881|0|1
3105|2011-05-14|6|No|No|misty|0.5|0.4848|0.88|0.1045|2|9
888|2011-02-09|11|No|Yes|misty|0.14|0.1515|0.43|0.1642|1|40
6262|2011-09-23|11|No|Yes|light snow/rain|0.62|0.5152|1.0|0.1045|1|20
7237|2011-11-03|3|No|Yes|clear|0.34|0.3333|0.81|0.1343|1|4
6990|2011-10-23|20|No|No|clear|0.44|0.4394|0.72|0.0896|32|112
6044|2011-09-14|9|No|Yes|clear|0.64|0.5909|0.78|0.1642|19|183
10809|2012-03-31|11|No|No|clear|0.46|0.4545|0.72|0.1343|184|279
8709|2012-01-03|16|No|Yes|clear|0.14|0.0909|0.39|0.5821|7|129
3169|2011-05-16|22|No|Yes|clear|0.56|0.5303|0.88|0.0896|22|105
2950|2011-05-07|19|No|No|clear|0.56|0.5303|0.43|0.194|88|179
1425|2011-03-04|15|No|Yes|clear|0.36|0.3333|0.4|0.2985|31|75
140|2011-01-07|1|No|Yes|misty|0.2|0.197|0.69|0.2239|2|5
10117|2012-03-02|14|No|Yes|misty|0.44|0.4394|0.44|0.2836|29|176
10571|2012-03-21|13|No|Yes|misty|0.54|0.5152|0.83|0.0|81|222
3198|2011-05-18|3|No|Yes|light snow/rain|0.52|0.5|0.94|0.2985|6|3
5132|2011-08-06|17|No|No|light snow/rain|0.74|0.7121|0.79|0.1642|61|88
113|2011-01-05|21|No|Yes|clear|0.2|0.197|0.51|0.194|3|40
8161|2011-12-11|16|No|No|clear|0.3|0.3333|0.26|0.0|32|174
16411|2012-11-21|12|No|Yes|clear|0.44|0.4394|0.41|0.194|74|270
4560|2011-07-13|21|No|Yes|clear|0.7|0.6667|0.79|0.1045|56|194
4596|2011-07-15|9|No|Yes|clear|0.68|0.6364|0.54|0.194|31|176
11443|2012-04-26|23|No|Yes|clear|0.5|0.4848|0.88|0.1642|6|106
4691|2011-07-19|8|No|Yes|misty|0.76|0.7273|0.7|0.1642|31|381
